PassageID,StreamName,TributaryTo,PassageName,PassageType,PassageStatus,Protocol,AssessedBy,County,WatershedHUC4,Point_X,Point_Y,BegFt,SiteComments
598,Sacramento River,Suisun Bay,centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5657577,38.33574524,167571,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 50 located on the left bank. Intake size is 8 inches, water is discharged to underground and operates for agricultural purposes."
595,Sacramento River,Suisun Bay,pump truck,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5620076,38.33963403,169323,"CDFW 1994 survey: 1 pump truck located on the left bank. Intake size is 7 inches, water is discharged to pump truck and operates for fire protect purposes. same type of diversion as 1425 "
596,Sacramento River,Suisun Bay,vertical pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5628477,38.33880072,168959,CDFW 1994 survey: 1 vertical pump with horsepower of 10 located on the left bank. Intake size is 10 inches. not in use not in use; pipe cut at crown of levee 
585,Sacramento River,Suisun Bay,Merritt Island centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.5711477,38.33352307,165933,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 10 located on the right bank. Intake size is 8 inches, water is discharged to concrete distribution box and operates for agricultural purposes."
586,Sacramento River,Suisun Bay,Merritt Island slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.5708093,38.33380084,166052,"CDFW 1994 survey: 1 slant pump with horsepower of 20 located on the right bank. Intake size is 9 inches, water is discharged to concrete distribution box and operates for agricultural purposes."
583,Sacramento River,Suisun Bay,Merritt Island centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.5736428,38.33074536,164755,"CDFW 1994 survey: 1 centrifugal pump located on the right bank. Intake size is 10 inches, water is discharged to underground and operates for agricultural purposes. 41810 river rd "
584,Sacramento River,Suisun Bay,Merritt Island centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.5720328,38.33268976,165536,CDFW 1994 survey: 1 centrifugal pump with horsepower of 15 located on the right bank. Intake size is 6 inches and operates for agricultural purposes.
589,Sacramento River,Suisun Bay,Merritt Island vertical pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.562026,38.34130065,169800,CDFW 1994 survey: 1 vertical pump with horsepower of 15 located on the right bank. Intake size is 10 inches and operates for agricultural purposes.
590,Sacramento River,Suisun Bay,Merritt Island slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.5575109,38.34463389,171517,"CDFW 1994 survey: 1 slant pump with horsepower of 15 located on the right bank. Intake size is 12 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes. bypass welded shut "
587,Sacramento River,Suisun Bay,A. & M. Pylman Farms slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.568321,38.336023,167198,"CDFW 1994 survey: 1 slant pump located on the right bank. Intake size is 12 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes. bypass welded closed "
588,Sacramento River,Suisun Bay,A. & M. Pylman Farms slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Yolo,Lower Sacramento,-121.5632427,38.34046734,169295,"CDFW 1994 survey: 1 slant pump with horsepower of 10 located on the right bank. Intake size is 10 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes. Diverts up to 4.46 cfs. riparian water right "
641,Sacramento River,Suisun Bay,Lum Bun Ranch centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5272093,38.23824829,120488,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 15 located on the left bank. Intake size is 10 inches, water is discharged to concrete distribution box and operates for agricultural purposes."
642,Sacramento River,Suisun Bay,pipe,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5352212,38.23852603,118242,CDFW 1994 survey: pipe located on the left bank. Intake size is 6 inches and operates for unknown purposes.
639,Sacramento River,Suisun Bay,Walnut Grove Filling Pipe pipe,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5133658,38.2432482,125049,"CDFW 1994 survey: pipe located on the left bank. Intake size is 7 inches, water is discharged to pump truck and operates for municipal purposes. walnut grove filling pipe "
640,Sacramento River,Suisun Bay,Lum Bun Ranch vertical pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5235176,38.23880385,121584,"CDFW 1994 survey: 1 vertical pump with horsepower of 10 located on the left bank. Intake size is 12 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes."
645,Sacramento River,Suisun Bay,All State Packers centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.550308,38.24130365,113739,CDFW 1994 survey: 1 centrifugal pump located on the left bank. Intake size is 8 inches and operates for agricultural purposes. Diverts up to 0.26 cfs.
646,Sacramento River,Suisun Bay,Grand Island vertical pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5162275,38.24185934,124109,"CDFW 1994 survey: 1 vertical pump with horsepower of 10 located on the right bank. Intake size is 10 inches, water is discharged to concrete box and operates for agricultural purposes."
643,Sacramento River,Suisun Bay,centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5402095,38.23963708,116751,"CDFW 1994 survey: 1 centrifugal pump located on the left bank. Intake size is 8 inches, water is discharged to earth ditch and operates for agricultural purposes. discharges into 55 gal drum into earth ditch "
644,Sacramento River,Suisun Bay,pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5437129,38.2401926,115693,CDFW 1994 survey: 1 pump located on the left bank. Intake size is 8 inches and operates for unknown purposes. unable to see pump 
633,Sacramento River,Suisun Bay,Locke Ranch centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5133909,38.25519228,129707,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 40 located on the left bank. Intake size is 6 inches, water is discharged to underground and operates for agricultural purposes. locke ranch "
634,Sacramento River,Suisun Bay,Locke Water Works Co. pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5103574,38.2496369,127562,CDFW 1994 survey: 1 pump located on the left bank. Intake size is 9 inches and operates for domestic purposes.
631,Sacramento River,Suisun Bay,centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5193511,38.25963656,132087,"CDFW 1994 survey: 1 centrifugal pipe located on the left bank. Intake size is 12 inches, water is discharged to concrete box. not in use not in use; no pump motor "
632,Sacramento River,Suisun Bay,pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5172026,38.25824772,131222,CDFW 1994 survey: 1 pipe located on the left bank. Intake size is 6 inches. not in use not in use-no pump-cracked pipe 
637,Sacramento River,Suisun Bay,Delta Cross Channel channel,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Upper Mokelumne,-121.5096841,38.24658145,126654,CDFW 1994 survey: channel located on the left bank. Water is discharged to n. & s. forks mokelumne river and operates for multiple purposes.
638,Sacramento River,Suisun Bay,Tyler Island pipe,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5121041,38.24463705,125630,CDFW 1994 survey: pipe located on the left bank. Intake size is 4 inches and operates for unknown purposes.
635,Sacramento River,Suisun Bay,Locke Water Works Co. pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5103724,38.2496369,127570,CDFW 1994 survey: 1 pump located on the left bank. Intake size is 20 inches and operates for domestic purposes.
636,Sacramento River,Suisun Bay,Locke Water Works Co. pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5103741,38.2496369,127568,"CDFW 1994 survey: 1 pump located on the left bank. Intake size is 3 inches and operates for domestic purposes. 1465, 1466, 1467 same site "
625,Sacramento River,Suisun Bay,centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5298596,38.2679696,136324,CDFW 1994 survey: 1 centrifugal pump with horsepower of 15 located on the left bank. Intake size is 10 inches and operates for agricultural purposes. next to 1457 
626,Sacramento River,Suisun Bay,centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5298379,38.2679696,136325,CDFW 1994 survey: 1 centrifugal pump with horsepower of 2.5 located on the left bank. Intake size is 3 inches and operates for agricultural purposes. next to 1456 
623,Sacramento River,Suisun Bay,centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5319797,38.26935843,137150,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 20 located on the left bank. Intake size is 8 inches, water is discharged to underground and operates for agricultural purposes. Next to PAD ID 700499."
624,Sacramento River,Suisun Bay,centrifugal pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.532008,38.26935843,137149,"CDFW 1994 survey: 1 centrifugal pump with horsepower of 2.5 located on the left bank. Intake size is 3 inches, water is discharged to underground and operates for agricultural purposes. next to 1454 "
629,Sacramento River,Suisun Bay,slant pump,Diversion (screened/unscreened),Unscreened,Field Survey,California Department of Fish and Wildlife,Sacramento,Lower Sacramento,-121.5220261,38.2618587,133161,"CDFW 1994 survey: 1 slant pump with horsepower of 15 located on the left bank. Intake size is 12 inches, water is discharged to vertical concrete pipe and operates for agricultural purposes."
